test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D,key
sat-practice-test-8-digital,Reading and Writing,1,32,Multiple Choice,A,"While researching a topic, a student has taken the following notes: • The factors that affect clutch size (the number of eggs laid at one time) have been well studied in birds but not in lizards. • A team led by Shai Meiri of Tel Aviv University investigated which factors influence lizard clutch size. • Meiri’s team obtained clutch-size and habitat data for over 3,900 lizard species and analyzed the data with statistical models. • Larger clutch size was associated with environments in higher latitudes that have more seasonal change. • Lizards in higher-latitude environments may lay larger clutches to take advantage of shorter windows of favorable conditions. The student wants to emphasize the aim of the",research study. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Researchers wanted to know which factors influence lizard egg clutch size because such factors have been well studied in birds but not in lizards.,"After they obtained data for over 3,900 lizard species, researchers determined that larger clutch size was associated with environments in higher latitudes that have more seasonal change.",We now know that lizards in higher-latitude environments may lay larger clutches to take advantage of shorter windows of favorable conditions.,"Researchers obtained clutch-size and habitat data for over 3,900 lizard species and analyzed the data with statistical models. odule",sat-practice-test-8-digital__Reading_and_Writing__1__32
sat-practice-test-8-digital,Reading and Writing,1,33,Free Response,D,,"While researching a topic, a student has taken the following notes: • British musicians John Lennon and Paul McCartney shared writing credit for numerous Beatles songs. • Many Lennon-McCartney songs were actually written by either Lennon or McCartney, not by both. • The exact authorship of specific parts of many Beatles songs, such as the verse for “In My Life,” is disputed. • Mark Glickman, Jason Brown, and Ryan Song used statistical methods to analyze the musical content of Beatles songs. • They concluded that there is 18.9% probability that McCartney wrote the verse for “In My Life,” stating that the verse is “consistent with Lennon’s songwriting style.” If you finish before time is called, you may Do not turn to any othe",,,,,sat-practice-test-8-digital__Reading_and_Writing__1__33
sat-practice-test-8-digital,Reading and Writing,2,1,Multiple Choice,B,"Art scholars have noted that some colors seem to be more _______ viewers than others. For example, people tend to find paintings featuring blues and greens more appealing than paintings featuring yellows and oranges.",Which choice completes the text with the most logical and precise word or phrase?,confusing for,attractive to,corrected by,similar to,sat-practice-test-8-digital__Reading_and_Writing__2__1
sat-practice-test-8-digital,Reading and Writing,2,2,Multiple Choice,A,"Estimates of Tyrannosaurid Bite Force A Study Year Estimation method Cost et al. 2019 muscular and skeletal modeling Gignac and Erickson 2017 tooth-bone interaction analysis Meers 2002 body-mass scaling Bates and Falkingham 2012 muscular and skeletal modeling The largest tyrannosaurids—the family of carnivorous dinos that includes Tarbosaurus, Albertosaurus, and, most famousl Tyrannosaurus rex—are thought to have had the strongest bi land animals in Earth’s history. Determining the bite force o animals can be difficult, however, and paleontologists Paul B Emily Rayfield have suggested that an estimate of dinosaur b may be significantly influenced by the methodology used in g that estimate.",Which choice best describes data from the table that support and Rayfield’s suggestion?,"The study by Meers used body-mass scaling and produc lowest estimated maximum bite force, while the study by used muscular and skeletal modeling and produced the h estimated maximum.","In their study, Gignac and Erickson used tooth-bone int analysis to produce an estimated bite force range with a of 8,000 newtons and a maximum of 34,000 newtons.","The bite force estimates produced by Bates and Falkingh Cost et al. were similar to each other, while the estimates by Meers and by Gignac and Erickson each differed subs from any other estimate.","The estimated maximum bite force produced by Cost et exceeded the estimated maximum produced by Bates an Falkingham, even though both groups of researchers use same method to generate their estimates.",sat-practice-test-8-digital__Reading_and_Writing__2__2
sat-practice-test-8-digital,Reading and Writing,2,3,Multiple Choice,B,- - - - - - - - - ~ The process of mechanically recycling plastics is often considered ______ because of the environmental impact and the loss of material quality that often occurs. But chemist Takunda Chazovachii has helped develop a cleaner process of chemical recycling that converts superabsorbent polymers from diapers into a desirable reusable adhesive.,Which choice completes the text with the most logical and precise word or phrase?,resilient,inadequate,dynamic,satisfactory Mo,sat-practice-test-8-digital__Reading_and_Writing__2__3
sat-practice-test-8-digital,Reading and Writing,2,4,Multiple Choice,D,"In the Indigenous intercropping system known as the Three Sisters, maize, squash, and beans form an _______web of relations: maize provides the structure on which the bean vines grow; the squash vines cover the soil, discouraging competition from weeds; and the beans aid their two “sisters” by enriching the soil with essential nitrogen.",Which choice completes the text with the most logical and precise word or phrase?,indecipherable,ornamental,obscure,intricate,sat-practice-test-8-digital__Reading_and_Writing__2__4
sat-practice-test-8-digital,Reading and Writing,2,5,Multiple Choice,D,"Within baleen whale species, some individuals develop an accessory spleen—a seemingly functionless formation of splenetic tissue outside the normal spleen. Given the formation’s greater prevalence among whales known to make deeper dives, some researchers hypothesize that its role isn’t ______; rather, the accessory spleen may actively support diving mechanisms.",Which choice completes the text with the most logical and precise word or phrase?,replicable,predetermined,operative,latent,sat-practice-test-8-digital__Reading_and_Writing__2__5
sat-practice-test-8-digital,Reading and Writing,2,6,Multiple Choice,A,"In 2007, computer scientist Luis von Ahn was working on converting printed books into a digital format. He found that some words were distorted enough that digital scanners couldn’t recognize them, but most humans could easily read them. Based on that finding, von Ahn invented a simple security test to keep automated “bots” out of websites. The first version of the reCAPTCHA test asked users to type one known word and one of the many words scanners couldn’t recognize. Correct answers proved the users were humans and added data to the book-digitizing project.",Which choice best states the main purpose of the text?,To discuss von Ahn’s invention of reCAPTCHA,To explain how digital scanners work,To call attention to von Ahn’s book-digitizing project,To indicate how popular reCAPTCHA is,sat-practice-test-8-digital__Reading_and_Writing__2__6
sat-practice-test-8-digital,Reading and Writing,2,7,Multiple Choice,C,"The following text is adapted from Gwendolyn Bennett’s 1926 poem “Street Lamps in Early Spring.” Night wears a garment All velvet soft, all violet blue... And over her face she draws a veil As shimmering fine as floating dew... And here and there In the black of her hair The subtle hands of Night Move slowly with their gem-starred light.",Which choice best describes the overall structure of the text?,It presents alternating descriptions of night in a rural area and in a city.,"It sketches an image of nightfall, then an image of sunrise.",It makes an extended comparison of night to a human being.,It portrays how night changes from one season of the year to the next. odule,sat-practice-test-8-digital__Reading_and_Writing__2__7
sat-practice-test-8-digital,Reading and Writing,2,8,Multiple Choice,A,"The following text is adapted from Jane Austen’s 1814 novel Mansfield Park. The speaker, Tom, is considering staging a play at home with a group of his friends and family. We mean nothing but a little amusement among ourselves, just to vary the scene, and exercise our powers in something new. We want no audience, no publicity. We may be trusted, I think, in choosing some play most perfectly unexceptionable; and I can conceive no greater harm or danger to any of us in conversing in the elegant written language of some respectable author than in chattering in words of our own.",Which choice best states the main purpose of the text?,To offer Tom’s assurance that the play will be inoffensive and involve only a small number of people,To clarify that the play will not be performed in the manner Tom had originally intended,To elaborate on the idea that the people around Tom lack the skills to successfully stage a play,To assert that Tom believes the group performing the play will be able to successfully promote it,sat-practice-test-8-digital__Reading_and_Writing__2__8
sat-practice-test-8-digital,Reading and Writing,2,9,Multiple Choice,A,"Text1 Ecologists have long wondered how thousands of microscopic phytoplankton species can live together near ocean surfaces competing for the same resources. According to conventional wisdom, one species should emerge after outcompeting the rest. So why do so many species remain? Ecologists’ many efforts to explain this phenomenon still haven’t uncovered a satisfactory explanation. Text 2 Ecologist Michael Behrenfeld and colleagues have connected phytoplankton’s diversity to their microscopic size. Because these organisms are so tiny, they are spaced relatively far apart from each other in ocean water and, moreover, experience that water as a relatively dense substance. This in turn makes it hard for them to move around and interact with one another. Therefore, says Behrenfeld’s team, direct competition among phytoplankton probably happens much less than previously thought.","Based on the texts, how would Behrenfeld and colleagues (Text 2) most likely respond to the “conventional wisdom” discussed in Text 1?",By arguing that it is based on a misconception about phytoplankton species competing with one another,By asserting that it fails to recognize that routine replenishment of ocean nutrients prevents competition between phytoplankton species,By suggesting that their own findings help clarify how phytoplankton species are able to compete with larger organisms,By recommending that more ecologists focus their research on how competition among phytoplankton species is increased with water density Mo,sat-practice-test-8-digital__Reading_and_Writing__2__9
sat-practice-test-8-digital,Reading and Writing,2,10,Multiple Choice,D,"The following text is adapted from Sylvia Acevedo’s 2018 memoir Path to the Stars:My Journey from Girl Scout to Rocket Scientist. The narrator is traveling by car with her family to Mexico City. Mario and Laura are her brother and sister. Mario and I played games to see how many different license plates we could spot, and Laura liked to look for children in the back seats of the cars we passed. We were used to the forty-five- minute drive to El Paso and familiar with the six-hour ride to Chihuahua, but I wondered what the long journey to Mexico City would be like.","According to the text, what did the narrator and Mario do while riding in the car?",They read books.,They sang songs.,They went to sleep.,They played games.,sat-practice-test-8-digital__Reading_and_Writing__2__10
sat-practice-test-8-digital,Reading and Writing,2,11,Multiple Choice,B,"In the 1700s and 1800s, European composers experimented with volume in their musical works. They did so by increasing the number of musicians playing in the orchestra. For example, in some of his operas, German composer Richard Wagner added more horns, trombones, and tubas to the orchestra. With more instruments playing at the same time, the orchestra could play extremely loudly at key moments in his operas.","According to the text, how did Richard Wagner achieve moments of extremely high volume in his operas?",By moving the performances of his operas from outdoor stages to indoor ones,"By increasing the number of musicians playing horns, trombones, and tubas in the orchestra",By building a concert hall whose shape would cause sounds to echo,By insisting that the singers undergo special training to sing for extended periods of time odule,sat-practice-test-8-digital__Reading_and_Writing__2__11
sat-practice-test-8-digital,Reading and Writing,2,12,Multiple Choice,C,"Poetry in Classical Nahuatl, the language of the Aztec Empire, relies on difrasismo, or a parallel noun construction that conventionally operates as a single metaphor. For example, the common difrasismo in cuauhtli in ocelotl(literally, “the eagle, the jaguar”) signifies “warrior.” The device’s function is both formal—providing structure to lines of verse—and ritual: semantic relations among the two nouns and the concept they signify can be tenuous, as in the previous example, such that difrasismos are often only intelligible according to the conceptual associations observed in Aztec ceremonial culture.",Which statement about the difrasismo in cuauhtli in ocelotlis most strongly supported by the text?,Its metaphorical significance derives from the semantic equivalence of the two nouns constituting the difrasismo.,Its unintelligibility may cause its formal function within a line of verse to go unnoticed by present-day readers.,Its apparent obscurity can be resolved when considered in the proper cultural context.,Its frequency in Classical Nahuatl poetry confirms its intelligibility to the Aztec audience.,sat-practice-test-8-digital__Reading_and_Writing__2__12
sat-practice-test-8-digital,Reading and Writing,2,13,Multiple Choice,D,"Eighteenth-century economist Adam Smith is famed for his metaphor of the invisible hand, which he putatively used to illustrate a robust model of how individuals produce aggregate benefits by pursuing their own economic interests. Note “putatively”: as Gavin Kennedy has shown, Smith deploys this metaphor only once in his economic writings—to make a narrow point about the then-dominant economic theory of mercantilism—and it was largely ignored until some twentieth-century economists eager to secure an intellectual pedigree for their views elevated it to a fully-fledged paradigm.",Which choice best states the main idea of the text?,"Although Smith is famed for his metaphor of the invisible hand, the metaphor was largely ignored until economists in the twentieth century came to realize that the metaphor was a robust model that anticipated their own views.","Some twentieth-century economists gave Smith’s metaphor of the invisible hand a significance it does not have in Smith’s work, but it is nevertheless a useful model of how individuals produce aggregate benefits by pursuing their own economic interests.","Smith’s metaphor of the invisible hand has been interpreted as a model of how individuals acting in their own interest produce aggregate benefits, but it was intended as a subtle critique of the economic theory of mercantilism.",The reputation of Smith’s metaphor of the invisible hand is not due to the importance of the metaphor in Smith’s work but rather to the promotion of the metaphor by some later economists for their own ends. Mo,sat-practice-test-8-digital__Reading_and_Writing__2__13
sat-practice-test-8-digital,Reading and Writing,2,14,Multiple Choice,B,"Approximate Rates of Speech and Information Conveyed for Five Languages Rate of speech Rate of information (syllables conveyed (bits Language per second) per second) Serbian 7.2 39.1 Spanish 7.7 42.0 Vietnamese 5.3 42.5 Thai 4.7 33.8 Hungarian 5.9 34.6 A group of researchers working in Europe, Asia, and Oceania conducted a study to determine how quickly different Eurasian languages are typically spoken (in syllables per second) and how much information they can effectively convey (in bits per second). They found that, although languages vary widely in the speed at which they are spoken, the amount of information languages can effectively convey tends to vary much less. Thus, they claim that two languages with very different spoken rates can nonetheless convey the same amount of information in a given amount of time.",Which choice best describes data from the table that support the researchers’ claim?,"Among the five languages in the table, Thai and Hungarian have the lowest rates of speech and the lowest rates of information conveyed.",Vietnamese conveys information at approximately the same rate as Spanish despite being spoken at a slower rate.,"Among the five languages in the table, the language that is spoken the fastest is also the language that conveys information the fastest.","Serbian and Spanish are spoken at approximately the same rate, but Serbian conveys information faster than Spanish does. odule",sat-practice-test-8-digital__Reading_and_Writing__2__14
sat-practice-test-8-digital,Reading and Writing,2,16,Multiple Choice,A,"Psychologists Dacher Keltner and Jonathan Haidt have argued that experiencing awe—a sensation of reverence and wonder typically brought on by perceiving something grand or powerful—can enable us to feel more connected to others and thereby inspire us to act more altruistically. Keltner, along with Paul K. Piff, Pia Dietze, and colleagues, claims to have found evidence for this effect in a recent study where participants were asked to either gaze up at exceptionally tall trees in a nearby grove (reported to be a universally awe-inspiring experience) or stare at the exterior of a nearby, nondescript building. After one minute, an experimenter deliberately spilled a box of pens nearby.","Which finding from the researchers’ study, if true, would most strongly support their claim?",Participants who had been looking at the trees helped the experimenter pick up significantly more pens than did participants who had been looking at the building.,Participants who helped the experimenter pick up the pens used a greater number of positive words to describe the trees and the building in a postexperiment survey than did participants who did not help the experimenter.,"Participants who did not help the experimenter pick up the pens were significantly more likely to report having experienced a feeling of awe, regardless of whether they looked at the building or the trees.",Participants who had been looking at the building were significantly more likely to notice that the experimenter had dropped the pens than were participants who had been looking at the trees.,sat-practice-test-8-digital__Reading_and_Writing__2__16
sat-practice-test-8-digital,Reading and Writing,2,17,Multiple Choice,C,"The domestic sweet potato (Ipomoea batatas) descends from a wild plant native to South America. It also populates the Polynesian Islands, where evidence confirms that Native Hawaiians and other Indigenous peoples were cultivating the plant centuries before seafaring first occurred over the thousands of miles of ocean separating them from South America. To explain how the sweet potato was first introduced in Polynesia, botanist Pablo Muñoz-Rodríguez and colleagues analyzed the DNA of numerous varieties of the plant, concluding that Polynesian varieties diverged from South American ones over 100,000 years ago. Given that Polynesia was peopled only in the last three thousand years, the team concluded that ______",Which choice most logically completes the text?,the cultivation of the sweet potato in Polynesia likely predates its cultivation in South America.,Polynesian peoples likely acquired the sweet potato from South American peoples only within the last three thousand years.,human activity likely played no role in the introduction of the sweet potato in Polynesia.,"Polynesian sweet potato varieties likely descend from a single South American variety that was domesticated, not wild. odule",sat-practice-test-8-digital__Reading_and_Writing__2__17
sat-practice-test-8-digital,Reading and Writing,2,18,Multiple Choice,D,"The morphological novelty of echinoderms—marine invertebrates with radial symmetry, usually starlike, around a central point—impedes comparisons with most other animals, in which bilateral symmetry on an anterior-posterior (head to tail) axis through a trunk is typical. Particularly puzzling are sea stars, thought to have evolved a headless layout from a known bilateral origin. Applying genomic knowledge of Saccoglossus kowalevskiiacorn worms (close relatives of sea stars, and thus expected to have similar markers for corresponding anatomical regions) to the body patterning genes of Patiria miniatasea stars, Laurent Formery et al. observed activity only in anterior genes across P. miniata’s entire body and some posterior genes limited to the edges, suggesting that _______",Which choice most logically completes the text?,"despite the greater prevalence of anterior genes in sea stars’ genetic makeup, posterior genes active at the body’s perimeter are primarily responsible for the starlike layout that distinguishes sea stars’ radial symmetry from that of other echinoderms.","contrary to the belief that they evolved from early ancestors with the bilateral form typical of many other animals, sea stars instead originated with an atypical body layout that was neither bilaterally nor radially symmetrical.","although the two species are closely related, there is only minimal correspondence in the genetic markers for head, tail, and trunk region development in P. miniatasea stars and S. kowalevskiiacorn worms.","rather than undergoing changes resulting in the eventual elimination of a head region in their radial body plan, as previously assumed, sea stars’ morphology evolved to completely lack a trunk and consist primarily of a head region.",sat-practice-test-8-digital__Reading_and_Writing__2__18
sat-practice-test-8-digital,Reading and Writing,2,19,Multiple Choice,A,"To survive when water is scarce, embryos inside African turquoise killifish eggs ______ a dormant state known as diapause. In this state, embryonic development is paused for as long as two years—longer than the life span of an adult killifish.",Which choice completes the text so that it conforms to the conventions of Standard English?,enter,to enter,having entered,entering,sat-practice-test-8-digital__Reading_and_Writing__2__19
sat-practice-test-8-digital,Reading and Writing,2,20,Multiple Choice,B,"Formed in 1967 to foster political and economic stability within the Asia-Pacific region, the Association of Southeast Asian Nations was originally made up of five members: Thailand, the Philippines, Singapore, Malaysia, and Indonesia. By the end of the 1990s, the organization ______ its initial membership.",Which choice completes the text so that it conforms to the conventions of Standard English?,has doubled,had doubled,doubles,will double Mo,sat-practice-test-8-digital__Reading_and_Writing__2__20
sat-practice-test-8-digital,Reading and Writing,2,21,Multiple Choice,C,"After the United Kingdom began rolling out taxes equivalent to a few cents on single-use plastic grocery bags in 2011, plastic-bag consumption decreased by up to ninety _______taxes are subject to what economists call the “rebound effect”: as the change became normalized, plastic-bag use started to creep back up.",Which choice completes the text so that it conforms to the conventions of Standard English?,"percent, such",percent and such,percent. Such,percent such,sat-practice-test-8-digital__Reading_and_Writing__2__21
sat-practice-test-8-digital,Reading and Writing,2,22,Multiple Choice,A,"In 1966, Emmett Ashford became the first African American to umpire a Major League Baseball game. His energetic gestures announcing when a player had struck out and his habit of barreling after a hit ball to see if it would land out of _______ transform the traditionally solemn umpire role into a dynamic one.",Which choice completes the text so that it conforms to the conventions of Standard English?,bounds helped,"bounds, helping",bounds that helped,bounds to help,sat-practice-test-8-digital__Reading_and_Writing__2__22
sat-practice-test-8-digital,Reading and Writing,2,23,Multiple Choice,C,"The forty-seven geothermal springs of Arkansas’ Hot Springs National Park are sourced via a process known as natural groundwater recharge, in which rainwater percolates downward through the earth—in this case, the porous rocks of the hills around Hot ______ collect in a subterranean basin.",Which choice completes the text so that it conforms to the conventions of Standard English?,Springs to,Springs: to,Springs—to,"Springs, to",sat-practice-test-8-digital__Reading_and_Writing__2__23
sat-practice-test-8-digital,Reading and Writing,2,24,Multiple Choice,A,"Over twenty years ago, in a landmark experiment in the psychology of choice, professor Sheena Iyengar set up a jam-tasting booth at a grocery store. The number of jams available for tasting ______ some shoppers had twenty-four different options, others only six. Interestingly, the shoppers with fewer jams to choose from purchased more jam.",Which choice completes the text so that it conforms to the conventions of Standard English?,varied:,"varied,","varied, while",varied while odule,sat-practice-test-8-digital__Reading_and_Writing__2__24
sat-practice-test-8-digital,Reading and Writing,2,25,Multiple Choice,B,"Nigerian author Buchi Emecheta’s celebrated literary oeuvre includes The Joys of Motherhood, a novel about the changing roles of women in 1950s ______ a television play about the private struggles of a newlywed couple in Nigeria; and Head Above Water, her autobiography.",Which choice completes the text so that it conforms to the conventions of Standard English?,"Lagos, A Kind of Marriage,","Lagos; A Kind of Marriage,","Lagos, A Kind of Marriage:",Lagos; A Kind of Marriage,sat-practice-test-8-digital__Reading_and_Writing__2__25
sat-practice-test-8-digital,Reading and Writing,2,26,Multiple Choice,A,"Jetties—long, narrow structures that extend from a landmass into the water—are often constructed to protect coastlines from erosion. Jetties can sometimes have the opposite _______ obstructing the natural flow of sand along the shore can lead to increased erosion in some areas.",Which choice completes the text so that it conforms to the conventions of Standard English?,"effect, though;","effect, though",effect; though,"effect, though,",sat-practice-test-8-digital__Reading_and_Writing__2__26
sat-practice-test-8-digital,Reading and Writing,2,27,Multiple Choice,A,"The Alaska Native Language Archive (ANLA) is known for its impressive audio collection. _______ the ANLA has more than 5,000 audio recordings of Native Alaskan languages dating as far back as 1943.",Which choice completes the text with the most logical transition?,"In fact,","After,","Regardless,","Instead,",sat-practice-test-8-digital__Reading_and_Writing__2__27
sat-practice-test-8-digital,Reading and Writing,2,28,Multiple Choice,A,"Etched into Peru’s Nazca Desert are line drawings so large that they can only be fully seen from high above. Archaeologists have known of the lines since the 1920s, when a researcher spotted some from a nearby foothill, and they have been studying the markings ever since. ______ archaeologists’ efforts are aided by drones that capture high-resolution aerial photographs of the lines.",Which choice completes the text with the most logical transition?,"Currently,","In comparison,","Still,","However, Mo",sat-practice-test-8-digital__Reading_and_Writing__2__28
sat-practice-test-8-digital,Reading and Writing,2,29,Multiple Choice,C,"At two weeks old, the time their critical socialization period begins, wolves can smell but cannot yet see or hear. Domesticated dogs, _______can see, hear, and smell by the end of two weeks. This relative lack of sensory input may help explain why wolves behave so differently around humans than dogs do: from a very young age, wolves are more wary and less exploratory.",Which choice completes the text with the most logical transition?,"in other words,","for instance,","by contrast,","accordingly,",sat-practice-test-8-digital__Reading_and_Writing__2__29
sat-practice-test-8-digital,Reading and Writing,2,30,Multiple Choice,B,"Upon first approaching artist Kurt Wenner’s Dies Irae, a colorful scene painted on the surface of a cobblestone street in Mantua, Italy, one might assume a deep hole filled with life-sized, classically styled sculptures had opened up in the street. _______ by expertly applying the principles of perspective, Wenner created merely the illusion of depth.",Which choice completes the text with the most logical transition?,"Additionally,","On the contrary,","As a result,","Next,",sat-practice-test-8-digital__Reading_and_Writing__2__30
sat-practice-test-8-digital,Reading and Writing,2,31,Multiple Choice,D,"Economist Elinor Ostrom’s studies of communities around the world have empirically demonstrated that common pool resources, such as grazing lands, can be sustainably managed by the people who use them (rather than through private entities or centralized governments). _______ Ostrom’s work is a repudiation of the “tragedy of the commons,” the view that individuals will inevitably overexploit a finite shared resource if given unfettered access to it.",Which choice completes the text with the most logical transition?,"By contrast,","For example,","That said,","As such, odule",sat-practice-test-8-digital__Reading_and_Writing__2__31
sat-practice-test-8-digital,Reading and Writing,2,32,Multiple Choice,B,"While researching a topic, a student has taken the following notes: • Some sandstone arches in Utah’s Arches National Park have been defaced by tourists’ carvings. • Park rangers can smooth away some carvings using power grinders. • For deep carvings, power grinding is not always feasible because it can greatly alter or damage the rock. • Park rangers can use an infilling technique, which involves filling in carvings with ground sandstone and a bonding agent. • This technique is minimally invasive. The student wants to explain an advantage of the",infilling technique. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"To remove carvings from sandstone arches in Utah’s Arches National Park, power grinding is not always feasible.","Filling in carvings with ground sandstone and a bonding agent is less invasive than smoothing them away with a power grinder, which can greatly alter or damage the sandstone arches.",Park rangers can use a power grinding technique to smooth away carvings or fill them in with ground sandstone and a bonding agent.,"As methods for removing carvings from sandstone, power grinding and infilling differ in their level of invasiveness. If you finish before time is called, you may Do not turn to any othe",sat-practice-test-8-digital__Reading_and_Writing__2__32
sat-practice-test-8-digital,Reading and Writing,2,33,Multiple Choice,D,"While researching a topic, a student has taken the following notes: • Las sergas de Esplandiánwas a novel popular in sixteenth-century Spain. • The novel featured a fictional island inhabited solely by Black women and known as California. • That same century, Spanish explorers learned of an “island” off the west coast of Mexico. • They called it California after the island in the novel. • The “island” was actually the peninsula now known as Baja California (“Lower California”), which lies to the south of the US state of California. The student wants to emphasize the role a misconception played in the naming of a place.",Which choice most effectively uses relevant information from the notes to accomplish this goal?,The novel Las sergas de Esplandiánfeatured a fictional island known as California.,"To the south of the US state of California lies Baja California (“Lower California”), originally called California after a fictional place.","In the sixteenth century, Spanish explorers learned of a peninsula off the west coast of Mexico and called it California.","Thinking it was an island, Spanish explorers called a peninsula California after an island in a popular novel.",sat-practice-test-8-digital__Reading_and_Writing__2__33
sat-practice-test-8-digital,Math,1,3,Free Response,D,,5π of angle T is radians greater than the measure of,,,,,sat-practice-test-8-digital__Math__1__3
sat-practice-test-8-digital,Math,1,4,Multiple Choice,D,- - - - - - - - - ~,Which expression is equivalent to (2x2+x−9) +(x2+6x+1)?,2x2+7x+10,2x2+6x−8,3x2+7x−10,3x2+7x−8 Mo,sat-practice-test-8-digital__Math__1__4
sat-practice-test-8-digital,Math,1,5,Multiple Choice,A,"An analyst collected data on the price of a carton of grape tomatoes at 30 locations selected at random in Utah. The mean price of a carton of grape tomatoes in Utah was estimated to be$4.23, with an associated",margin of error of$0.08. Which of the following is a plausible statement about the mean price of a carton of grape tomatoes for all locations that sell this product in Utah?,It is between$4.15 and$4.31.,It is either less than$4.15 or greater than$4.31.,It is less than$4.15.,It is greater than$4.31.,sat-practice-test-8-digital__Math__1__5
sat-practice-test-8-digital,Math,1,6,Free Response,0.2; 1/5,2.6 +x = 2.8,What value of x is the solution to the given equation?,,,,,sat-practice-test-8-digital__Math__1__6
sat-practice-test-8-digital,Math,1,7,Free Response,240,"Out of 300 seeds that were planted,80% sprouted.",How many of these seeds sprouted?,,,,,sat-practice-test-8-digital__Math__1__7
sat-practice-test-8-digital,Math,1,8,Multiple Choice,A,"I 19 I 12 I 1~ . 16 The graph of y = f(x) is shown, where the function f is defined by f(x) = ax3+bx2+cx+d and a, b, c, and d are constants. For how many values of x does f(x) = 0 ?","the cutting board. Which expression represents the length, in centimeters, of the cutting board?",w(w +9),w,9,(w +9),sat-practice-test-8-digital__Math__1__8
sat-practice-test-8-digital,Math,1,9,Multiple Choice,B,"Right triangles LMN and PQR are similar, where L and Mcorrespond to Pand Q, respectively. Angle M",has a measure of53°. What is the measure of angle Q ?,37°,53°,127°,143°,sat-practice-test-8-digital__Math__1__9
sat-practice-test-8-digital,Math,1,10,Multiple Choice,B,"What is the equation of the line that passes through the point(0,5) and is parallel to the graph of",y = 7x+4 in the xy-plane?,y = 5x,y = 7x+5,y = 7x,y = 5x+7 odule,sat-practice-test-8-digital__Math__1__10
sat-practice-test-8-digital,Math,1,11,Multiple Choice,B,,Which of the following equations is the most appropriate linear model for the data shown in the scatterplot?,y = −1.9x−10.1,y = −1.9x+10.1,y = 1.9x−10.1,y = 1.9x+10.1,sat-practice-test-8-digital__Math__1__11
sat-practice-test-8-digital,Math,1,12,Multiple Choice,D,,"A model predicts that the population of Bergen was 15,000 in 2005. The model also predicts that each year for the next 5 years, the population p increased by4% of the previous year’s population. Which equation best represents this model, where x is the number of years after 2005, for x ≤ 5 ?","p = 0.96(15,000) x","p = 1.04(15,000) x","p = 15,000(0.96) x","p = 15,000(1.04) x",sat-practice-test-8-digital__Math__1__12
sat-practice-test-8-digital,Math,1,13,Free Response,25,- - - - - - - - - ~ 2a+8b = 198 2a+4b = 98 The solution to the given system of equations is,"(a,b). What is the value of b ?",,,,,sat-practice-test-8-digital__Math__1__13
sat-practice-test-8-digital,Math,1,14,Free Response,6,- - - - - - - - - ~ The expression90y5−54y4 is equivalent to,"ry4 (15y−9), where r is a constant. What is the value of r ? Mo",,,,,sat-practice-test-8-digital__Math__1__14
sat-practice-test-8-digital,Math,1,15,Free Response,C,,y ' 16 I 14,,,,,sat-practice-test-8-digital__Math__1__15
sat-practice-test-8-digital,Math,1,17,Multiple Choice,A,k p = 4j +9 The given equation relates the distinct positive,"numbers p, k, and j. Which equation correctly expresses4j +9 in terms of p and k ? k",4j +9 = p,4j +9 = kp,4j +9 = k−p p,4j +9 = k,sat-practice-test-8-digital__Math__1__17
sat-practice-test-8-digital,Math,1,18,Multiple Choice,D,"Circle A has a radius of3n and circle B has a radius of129n, where n is a positive constant. The area of",circle B is how many times the area of circle A?,43,86,129,"1,849 odule",sat-practice-test-8-digital__Math__1__18
sat-practice-test-8-digital,Math,1,19,Free Response,C,,2π The measure of angle R is radians. The measure,,,,,sat-practice-test-8-digital__Math__1__19
sat-practice-test-8-digital,Math,1,20,Free Response,7,y = x2−14x+22 The given equation relates the variables x and y.,For what value of x does the value of y reach its minimum?,,,,,sat-practice-test-8-digital__Math__1__20
sat-practice-test-8-digital,Math,1,21,Free Response,182,"- - - - - - ~ A small business owner budgets $2,200 to purchase candles. The owner must purchase a minimum of 200 candles to maintain the discounted pricing. If the owner pays $4.90 per candle to purchase small candles and $11.60 per candle to purchase large","candles, what is the maximum number of large candles the owner can purchase to stay within the budget and maintain the discounted pricing?",,,,,sat-practice-test-8-digital__Math__1__21
sat-practice-test-8-digital,Math,1,22,Multiple Choice,D,"- - - - - - ~ y ≤ x+7 y ≥ −2x−1 Which point(x,y)is a solution to the given system",of inequalities in the xy-plane?,"(−14,0)","(0,−14)","(0,14)","(14,0) Mo",sat-practice-test-8-digital__Math__1__22
